num_node,num_find,find_size,num_class,skew,class,num_class_node,hit_count
10000,1000000,3,12,1,0,1165,1964
10000,1000000,3,12,1,1,1018,3617
10000,1000000,3,12,1,2,913,6551
10000,1000000,3,12,1,3,897,12644
10000,1000000,3,12,1,4,927,25749
10000,1000000,3,12,1,5,914,50911
10000,1000000,3,12,1,6,862,97734
10000,1000000,3,12,1,7,869,193245
10000,1000000,3,12,1,8,800,362088
10000,1000000,3,12,1,9,800,717244
10000,1000000,3,12,1,10,834,1525240
10000,1000000,3,12,1,11,1,3013
