strategy,num_node,num_find,find_size,num_class,skew,freq,quantile
Classified,10000,1000000,3,8,1,0,0.000361
Classified,10000,1000000,3,8,1,0.00000033333333,0.001852
Classified,10000,1000000,3,8,1,0.00000066666666,0.005515
Classified,10000,1000000,3,8,1,0.000001,0.012002
Classified,10000,1000000,3,8,1,0.0000013333333,0.021535
Classified,10000,1000000,3,8,1,0.0000016666667,0.03397
Classified,10000,1000000,3,8,1,0.000002,0.048652
Classified,10000,1000000,3,8,1,0.0000023333334,0.064724
Classified,10000,1000000,3,8,1,0.0000026666667,0.081601
Classified,10000,1000000,3,8,1,0.000003,0.098534
Classified,10000,1000000,3,8,1,0.0000033333333,0.11514
Classified,10000,1000000,3,8,1,0.0000036666668,0.131704
Classified,10000,1000000,3,8,1,0.000004,0.147453
Classified,10000,1000000,3,8,1,0.0000043333334,0.162912
Classified,10000,1000000,3,8,1,0.000004666667,0.177814
Classified,10000,1000000,3,8,1,0.000005,0.191679
Classified,10000,1000000,3,8,1,0.0000053333333,0.204718
Classified,10000,1000000,3,8,1,0.0000056666668,0.216732
Classified,10000,1000000,3,8,1,0.000006,0.227637
Classified,10000,1000000,3,8,1,0.000006333333,0.237541
Classified,10000,1000000,3,8,1,0.0000066666666,0.246841
Classified,10000,1000000,3,8,1,0.000007,0.25542
Classified,10000,1000000,3,8,1,0.0000073333335,0.263412
Classified,10000,1000000,3,8,1,0.0000076666665,0.271151
Classified,10000,1000000,3,8,1,0.000008,0.278768
Classified,10000,1000000,3,8,1,0.000008333333,0.286384
Classified,10000,1000000,3,8,1,0.000008666667,0.293896
Classified,10000,1000000,3,8,1,0.000009,0.301399
Classified,10000,1000000,3,8,1,0.000009333334,0.308802
Classified,10000,1000000,3,8,1,0.000009666666,0.316309
Classified,10000,1000000,3,8,1,0.00001,0.323443
Classified,10000,1000000,3,8,1,0.000010333333,0.330328
Classified,10000,1000000,3,8,1,0.000011,0.343268
Classified,10000,1000000,3,8,1,0.000011666667,0.354474
Classified,10000,1000000,3,8,1,0.000012333333,0.363899
Classified,10000,1000000,3,8,1,0.000013,0.372118
Classified,10000,1000000,3,8,1,0.000013666667,0.379277
Classified,10000,1000000,3,8,1,0.000014333334,0.386019
Classified,10000,1000000,3,8,1,0.000015,0.392449
Classified,10000,1000000,3,8,1,0.000015666667,0.398941
Classified,10000,1000000,3,8,1,0.000016333333,0.405476
Classified,10000,1000000,3,8,1,0.000017,0.412185
Classified,10000,1000000,3,8,1,0.000017666667,0.419225
Classified,10000,1000000,3,8,1,0.000018333334,0.426638
Classified,10000,1000000,3,8,1,0.000019,0.434311
Classified,10000,1000000,3,8,1,0.000019666666,0.442197
Classified,10000,1000000,3,8,1,0.000020333333,0.449859
Classified,10000,1000000,3,8,1,0.000021,0.45715
Classified,10000,1000000,3,8,1,0.000022333334,0.469831
Classified,10000,1000000,3,8,1,0.000023666667,0.479882
Classified,10000,1000000,3,8,1,0.000025,0.487482
Classified,10000,1000000,3,8,1,0.000026333333,0.49398
Classified,10000,1000000,3,8,1,0.000027666667,0.500136
Classified,10000,1000000,3,8,1,0.000029,0.506211
Classified,10000,1000000,3,8,1,0.000030333333,0.512181
Classified,10000,1000000,3,8,1,0.000031666666,0.517939
Classified,10000,1000000,3,8,1,0.000033,0.523484
Classified,10000,1000000,3,8,1,0.000034333334,0.529394
Classified,10000,1000000,3,8,1,0.000035666668,0.535809
Classified,10000,1000000,3,8,1,0.000037,0.543111
Classified,10000,1000000,3,8,1,0.00003833333,0.551367
Classified,10000,1000000,3,8,1,0.000039666666,0.560203
Classified,10000,1000000,3,8,1,0.000041,0.568966
Classified,10000,1000000,3,8,1,0.000042333333,0.577068
Classified,10000,1000000,3,8,1,0.000045,0.589556
Classified,10000,1000000,3,8,1,0.00004766667,0.59762
Classified,10000,1000000,3,8,1,0.000050333332,0.603756
Classified,10000,1000000,3,8,1,0.000053,0.609669
Classified,10000,1000000,3,8,1,0.000055666667,0.615658
Classified,10000,1000000,3,8,1,0.000058333335,0.621841
Classified,10000,1000000,3,8,1,0.000061,0.628047
Classified,10000,1000000,3,8,1,0.00006366667,0.633902
Classified,10000,1000000,3,8,1,0.000066333334,0.639037
Classified,10000,1000000,3,8,1,0.000069,0.644285
Classified,10000,1000000,3,8,1,0.00007166667,0.650006
Classified,10000,1000000,3,8,1,0.00007433334,0.657039
Classified,10000,1000000,3,8,1,0.000077,0.665532
Classified,10000,1000000,3,8,1,0.000079666665,0.674978
Classified,10000,1000000,3,8,1,0.00008233333,0.684587
Classified,10000,1000000,3,8,1,0.000085,0.692746
Classified,10000,1000000,3,8,1,0.000090333335,0.703612
Classified,10000,1000000,3,8,1,0.00009566667,0.710358
Classified,10000,1000000,3,8,1,0.000101,0.716689
Classified,10000,1000000,3,8,1,0.00010633333,0.722768
Classified,10000,1000000,3,8,1,0.00011166667,0.728754
Classified,10000,1000000,3,8,1,0.000117,0.735094
Classified,10000,1000000,3,8,1,0.00012233334,0.741343
Classified,10000,1000000,3,8,1,0.00012766667,0.746922
Classified,10000,1000000,3,8,1,0.000133,0.752294
Classified,10000,1000000,3,8,1,0.00013833333,0.757863
Classified,10000,1000000,3,8,1,0.00014366666,0.763743
Classified,10000,1000000,3,8,1,0.000149,0.770414
Classified,10000,1000000,3,8,1,0.00015433333,0.778364
Classified,10000,1000000,3,8,1,0.00015966667,0.787721
Classified,10000,1000000,3,8,1,0.000165,0.797015
Classified,10000,1000000,3,8,1,0.00017033334,0.804301
Classified,10000,1000000,3,8,1,0.000181,0.813332
Classified,10000,1000000,3,8,1,0.00019166667,0.820188
Classified,10000,1000000,3,8,1,0.00020233334,0.82702
Classified,10000,1000000,3,8,1,0.000213,0.833565
Classified,10000,1000000,3,8,1,0.00022366666,0.840034
Classified,10000,1000000,3,8,1,0.00023433333,0.846462
Classified,10000,1000000,3,8,1,0.000245,0.852672
Classified,10000,1000000,3,8,1,0.00025566667,0.858602
Classified,10000,1000000,3,8,1,0.00026633334,0.864505
Classified,10000,1000000,3,8,1,0.000277,0.870663
Classified,10000,1000000,3,8,1,0.00028766665,0.877067
Classified,10000,1000000,3,8,1,0.00029833333,0.883661
Classified,10000,1000000,3,8,1,0.000309,0.890951
Classified,10000,1000000,3,8,1,0.00031966667,0.898982
Classified,10000,1000000,3,8,1,0.00033033334,0.906765
Classified,10000,1000000,3,8,1,0.000341,0.912366
Classified,10000,1000000,3,8,1,0.00036233335,0.920832
Classified,10000,1000000,3,8,1,0.00038366666,0.928558
Classified,10000,1000000,3,8,1,0.000405,0.935865
Classified,10000,1000000,3,8,1,0.00042633334,0.942749
Classified,10000,1000000,3,8,1,0.00044766668,0.949463
Classified,10000,1000000,3,8,1,0.000469,0.955719
Classified,10000,1000000,3,8,1,0.00049033336,0.961685
Classified,10000,1000000,3,8,1,0.00051166664,0.967025
Classified,10000,1000000,3,8,1,0.000533,0.971859
Classified,10000,1000000,3,8,1,0.0005543333,0.97642
Classified,10000,1000000,3,8,1,0.00057566667,0.980641
Classified,10000,1000000,3,8,1,0.000597,0.98447
Classified,10000,1000000,3,8,1,0.00061833335,0.987774
Classified,10000,1000000,3,8,1,0.0006396667,0.990596
Classified,10000,1000000,3,8,1,0.000661,0.992785
Classified,10000,1000000,3,8,1,0.0006823333,0.994136
Classified,10000,1000000,3,8,1,0.000725,0.99588
Classified,10000,1000000,3,8,1,0.0007676667,0.997144
Classified,10000,1000000,3,8,1,0.00081033335,0.998032
Classified,10000,1000000,3,8,1,0.000853,0.998667
Classified,10000,1000000,3,8,1,0.00089566666,0.999148
Classified,10000,1000000,3,8,1,0.00093833334,0.999433
Classified,10000,1000000,3,8,1,0.000981,0.999642
Classified,10000,1000000,3,8,1,0.0010236667,0.99979
Classified,10000,1000000,3,8,1,0.0010663334,0.99988
Classified,10000,1000000,3,8,1,0.001109,0.999938
Classified,10000,1000000,3,8,1,0.0011516666,0.999969
Classified,10000,1000000,3,8,1,0.0011943333,0.999986
Classified,10000,1000000,3,8,1,0.001237,0.999994
Classified,10000,1000000,3,8,1,0.0012796667,0.999998
Classified,10000,1000000,3,8,1,0.0013223334,1
