strategy,num_node,num_find,find_size,num_class,skew,freq,quantile
Vanilla,10000,1000000,3,8,1,0.0000006553597,0.41683608448701526
Vanilla,10000,1000000,3,8,1,0.00000067720504,0.43405398890298175
Vanilla,10000,1000000,3,8,1,0.0000006990503,0.45080619485539064
Vanilla,10000,1000000,3,8,1,0.000000742741,0.48212835336200804
Vanilla,10000,1000000,3,8,1,0.00000078643166,0.5094509542341557
Vanilla,10000,1000000,3,8,1,0.00000083012236,0.5350885668458654
Vanilla,10000,1000000,3,8,1,0.00000087381295,0.5574420210814013
Vanilla,10000,1000000,3,8,1,0.00000091750366,0.577735191707053
Vanilla,10000,1000000,3,8,1,0.0000009611944,0.5964090519586738
Vanilla,10000,1000000,3,8,1,0.000001004885,0.6140754912092573
Vanilla,10000,1000000,3,8,1,0.0000010485757,0.6299109673356457
Vanilla,10000,1000000,3,8,1,0.0000010922663,0.6443804346440577
Vanilla,10000,1000000,3,8,1,0.000001135957,0.657673317184799
Vanilla,10000,1000000,3,8,1,0.0000011796477,0.6699314129385004
Vanilla,10000,1000000,3,8,1,0.0000012233384,0.6817586896032602
Vanilla,10000,1000000,3,8,1,0.000001267029,0.692789045773526
Vanilla,10000,1000000,3,8,1,0.0000013107197,0.7028369702262889
Vanilla,10000,1000000,3,8,1,0.0000013544103,0.7124145632359341
Vanilla,10000,1000000,3,8,1,0.000001398101,0.7214372069115317
Vanilla,10000,1000000,3,8,1,0.0000014854824,0.7375865013891617
Vanilla,10000,1000000,3,8,1,0.0000015728637,0.7521978386934306
Vanilla,10000,1000000,3,8,1,0.000001660245,0.7654832316506344
Vanilla,10000,1000000,3,8,1,0.0000017476264,0.7773014824070282
Vanilla,10000,1000000,3,8,1,0.0000018350077,0.7879497497914979
Vanilla,10000,1000000,3,8,1,0.000001922389,0.7977449248049414
Vanilla,10000,1000000,3,8,1,0.0000020097705,0.8066842468636829
Vanilla,10000,1000000,3,8,1,0.0000020971518,0.8148925903701671
Vanilla,10000,1000000,3,8,1,0.000002184533,0.8224009218717132
Vanilla,10000,1000000,3,8,1,0.0000022719144,0.8293960728704791
Vanilla,10000,1000000,3,8,1,0.0000023592956,0.8359221406900503
Vanilla,10000,1000000,3,8,1,0.000002446677,0.8417673045447345
Vanilla,10000,1000000,3,8,1,0.0000025340582,0.8472617062370731
Vanilla,10000,1000000,3,8,1,0.0000026214398,0.8523180393076869
Vanilla,10000,1000000,3,8,1,0.000002708821,0.8570482634284332
Vanilla,10000,1000000,3,8,1,0.0000027962024,0.8615808297579974
Vanilla,10000,1000000,3,8,1,0.000002970965,0.8698461373085035
Vanilla,10000,1000000,3,8,1,0.0000031457275,0.8770926934623642
Vanilla,10000,1000000,3,8,1,0.0000033204904,0.8836817505998928
Vanilla,10000,1000000,3,8,1,0.0000034952532,0.8896563738264309
Vanilla,10000,1000000,3,8,1,0.0000036700155,0.8951197369562242
Vanilla,10000,1000000,3,8,1,0.0000038447783,0.899904524613448
Vanilla,10000,1000000,3,8,1,0.000004019541,0.9043001659926961
Vanilla,10000,1000000,3,8,1,0.0000041943035,0.9083718588788665
Vanilla,10000,1000000,3,8,1,0.000004369066,0.9121916665084332
Vanilla,10000,1000000,3,8,1,0.000004543829,0.9156365388646852
Vanilla,10000,1000000,3,8,1,0.0000047185918,0.9187826440519972
Vanilla,10000,1000000,3,8,1,0.0000048933543,0.921787359344961
Vanilla,10000,1000000,3,8,1,0.000005068117,0.924518680833726
Vanilla,10000,1000000,3,8,1,0.00000524288,0.9271129093366469
Vanilla,10000,1000000,3,8,1,0.000005417642,0.9295463038341123
Vanilla,10000,1000000,3,8,1,0.0000055924047,0.9318108706360003
Vanilla,10000,1000000,3,8,1,0.000005941931,0.9359638447076142
Vanilla,10000,1000000,3,8,1,0.0000062914564,0.9397026832177181
Vanilla,10000,1000000,3,8,1,0.000006640981,0.9429565951988361
Vanilla,10000,1000000,3,8,1,0.000006990507,0.945830218774816
Vanilla,10000,1000000,3,8,1,0.000007340032,0.9485499218070675
Vanilla,10000,1000000,3,8,1,0.000007689558,0.9508975461699818
Vanilla,10000,1000000,3,8,1,0.000008039083,0.9531497983681686
Vanilla,10000,1000000,3,8,1,0.000008388608,0.9551545582385575
Vanilla,10000,1000000,3,8,1,0.000008738133,0.9570325233004665
Vanilla,10000,1000000,3,8,1,0.000009087659,0.958732562743206
Vanilla,10000,1000000,3,8,1,0.000009437184,0.9603343734172404
Vanilla,10000,1000000,3,8,1,0.00000978671,0.961829097449732
Vanilla,10000,1000000,3,8,1,0.000010136234,0.9632345706117336
Vanilla,10000,1000000,3,8,1,0.00001048576,0.9645376861320543
Vanilla,10000,1000000,3,8,1,0.000010835285,0.9657576000608961
Vanilla,10000,1000000,3,8,1,0.00001118481,0.966818888451223
Vanilla,10000,1000000,3,8,1,0.000011883862,0.9688694980157044
Vanilla,10000,1000000,3,8,1,0.000012582913,0.9706995009368821
Vanilla,10000,1000000,3,8,1,0.000013281962,0.9724260179778331
Vanilla,10000,1000000,3,8,1,0.000013981014,0.9739292878171818
Vanilla,10000,1000000,3,8,1,0.000014680064,0.9752470944436724
Vanilla,10000,1000000,3,8,1,0.000015379115,0.9764202224804794
Vanilla,10000,1000000,3,8,1,0.000016078166,0.977544884269971
Vanilla,10000,1000000,3,8,1,0.000016777216,0.9785910014526191
Vanilla,10000,1000000,3,8,1,0.000017476266,0.9795464274602508
Vanilla,10000,1000000,3,8,1,0.000018175318,0.9803323776352681
Vanilla,10000,1000000,3,8,1,0.000018874369,0.9810243959500845
Vanilla,10000,1000000,3,8,1,0.00001957342,0.981756310700284
Vanilla,10000,1000000,3,8,1,0.000020272468,0.9826121396499105
Vanilla,10000,1000000,3,8,1,0.00002097152,0.9834407468439867
Vanilla,10000,1000000,3,8,1,0.00002167057,0.9841248914940584
Vanilla,10000,1000000,3,8,1,0.00002236962,0.9845597194305986
Vanilla,10000,1000000,3,8,1,0.000023767723,0.9854056102789925
Vanilla,10000,1000000,3,8,1,0.000025165826,0.9862447557011874
Vanilla,10000,1000000,3,8,1,0.000026563925,0.9871327754569804
Vanilla,10000,1000000,3,8,1,0.000027962027,0.9880289569384234
Vanilla,10000,1000000,3,8,1,0.000029360128,0.9887609917140001
Vanilla,10000,1000000,3,8,1,0.00003075823,0.9892915999015504
Vanilla,10000,1000000,3,8,1,0.00003215633,0.9897956824807382
Vanilla,10000,1000000,3,8,1,0.000033554432,0.9902673582080807
Vanilla,10000,1000000,3,8,1,0.000034952533,0.9906282505122623
Vanilla,10000,1000000,3,8,1,0.000036350637,0.9909303063765378
Vanilla,10000,1000000,3,8,1,0.000037748738,0.9912236243933528
Vanilla,10000,1000000,3,8,1,0.00003914684,0.9916613569440214
Vanilla,10000,1000000,3,8,1,0.000040544935,0.9922892336972591
Vanilla,10000,1000000,3,8,1,0.00004194304,0.9928927933090749
Vanilla,10000,1000000,3,8,1,0.00004334114,0.9933548670062409
Vanilla,10000,1000000,3,8,1,0.00004473924,0.9935862279233423
Vanilla,10000,1000000,3,8,1,0.000047535446,0.9938466109766521
Vanilla,10000,1000000,3,8,1,0.00005033165,0.9941194766691911
Vanilla,10000,1000000,3,8,1,0.00005312785,0.9945038219320788
Vanilla,10000,1000000,3,8,1,0.000055924054,0.9949286157470847
Vanilla,10000,1000000,3,8,1,0.000058720256,0.9952687436610097
Vanilla,10000,1000000,3,8,1,0.00006151646,0.99557024740855
Vanilla,10000,1000000,3,8,1,0.00006431266,0.995813010736486
Vanilla,10000,1000000,3,8,1,0.000067108864,0.9959828226401565
Vanilla,10000,1000000,3,8,1,0.000069905065,0.9961114178292945
Vanilla,10000,1000000,3,8,1,0.000072701274,0.9962597451904451
Vanilla,10000,1000000,3,8,1,0.000075497475,0.9964481850326579
Vanilla,10000,1000000,3,8,1,0.00007829368,0.9967494007192929
Vanilla,10000,1000000,3,8,1,0.00008108987,0.9972071054927285
Vanilla,10000,1000000,3,8,1,0.00008388608,0.9976395329217247
Vanilla,10000,1000000,3,8,1,0.00008668228,0.9979644656228955
Vanilla,10000,1000000,3,8,1,0.00008947848,0.9981183381564731
Vanilla,10000,1000000,3,8,1,0.00009507089,0.9982450369446513
Vanilla,10000,1000000,3,8,1,0.0001006633,0.99836088543873
Vanilla,10000,1000000,3,8,1,0.0001062557,0.9985049639015277
Vanilla,10000,1000000,3,8,1,0.00011184811,0.9986131307714653
Vanilla,10000,1000000,3,8,1,0.00011744051,0.9987393974682856
Vanilla,10000,1000000,3,8,1,0.00012303292,0.9989243085644084
Vanilla,10000,1000000,3,8,1,0.00012862532,0.9990683870272059
Vanilla,10000,1000000,3,8,1,0.00013421773,0.9991498842583285
Vanilla,10000,1000000,3,8,1,0.00013981013,0.9992043037643535
Vanilla,10000,1000000,3,8,1,0.00014540255,0.9992631161991842
Vanilla,10000,1000000,3,8,1,0.00015099495,0.9993242091161818
Vanilla,10000,1000000,3,8,1,0.00015658735,0.9994252464787134
Vanilla,10000,1000000,3,8,1,0.00016217974,0.9995883609663359
Vanilla,10000,1000000,3,8,1,0.00016777216,0.999758484935987
Vanilla,10000,1000000,3,8,1,0.00017336456,0.9998579859736904
Vanilla,10000,1000000,3,8,1,0.00017895697,0.9998896726732727
Vanilla,10000,1000000,3,8,1,0.00019014179,0.9999001148810895
Vanilla,10000,1000000,3,8,1,0.0002013266,0.9999119733883575
Vanilla,10000,1000000,3,8,1,0.0002125114,0.99993033727107
Vanilla,10000,1000000,3,8,1,0.00022369622,0.9999382109358146
Vanilla,10000,1000000,3,8,1,0.00023488102,0.9999463006462382
Vanilla,10000,1000000,3,8,1,0.00024606584,0.9999626240975382
Vanilla,10000,1000000,3,8,1,0.00025725065,0.9999740505134481
Vanilla,10000,1000000,3,8,1,0.00026843545,0.99997741122401
Vanilla,10000,1000000,3,8,1,0.00027962026,0.9999798357366295
Vanilla,10000,1000000,3,8,1,0.0002908051,0.9999836285385492
Vanilla,10000,1000000,3,8,1,0.0003019899,0.9999863891222249
Vanilla,10000,1000000,3,8,1,0.0003131747,0.9999884775637883
Vanilla,10000,1000000,3,8,1,0.00032435948,0.9999933745991783
Vanilla,10000,1000000,3,8,1,0.00033554432,0.9999979595685875
Vanilla,10000,1000000,3,8,1,0.00034672912,0.9999996879340193
Vanilla,10000,1000000,3,8,1,0.00035791393,0.9999999519898491
Vanilla,10000,1000000,3,8,1,0.00038028357,0.9999999759949245
Vanilla,10000,1000000,3,8,1,0.0004026532,1
