num_node,node_min_capacity,capacity_multiplier,capacity_skew,num_copy,strategy,supply,num_stored,num_loss
12000,1024,128,1,3,Vanilla,132817838,1500000,46
12000,1024,128,1,3,Vanilla,132817838,1600000,74
12000,1024,128,1,3,Vanilla,132817838,1700000,110
12000,1024,128,1,3,Vanilla,132817838,1800000,163
12000,1024,128,1,3,Vanilla,132817838,1900000,217
12000,1024,128,1,3,Vanilla,132817838,2000000,288
12000,1024,128,1,3,Vanilla,132817838,2100000,377
12000,1024,128,1,3,Vanilla,132817838,2200000,491
12000,1024,128,1,3,Vanilla,132817838,2300000,624
12000,1024,128,1,3,Vanilla,132817838,2400000,789
12000,1024,128,1,3,Vanilla,132817838,2500000,1024
12000,1024,128,1,3,Vanilla,132817838,2600000,1382
12000,1024,128,1,3,Vanilla,132817838,2700000,1813
12000,1024,128,1,3,Vanilla,132817838,2800000,2275
12000,1024,128,1,3,Vanilla,132817838,2900000,2899
12000,1024,128,1,3,Vanilla,132817838,3000000,3596
12000,1024,128,1,3,Vanilla,132817838,3100000,4452
12000,1024,128,1,3,Vanilla,132817838,3200000,5475
12000,1024,128,1,3,Vanilla,132817838,3300000,6696
12000,1024,128,1,3,Vanilla,132817838,3400000,8005
12000,1024,128,1,3,Vanilla,132817838,3500000,9633
12000,1024,128,1,3,Vanilla,132817838,3600000,11421
12000,1024,128,1,3,Vanilla,132817838,3700000,13409
12000,1024,128,1,3,Vanilla,132817838,3800000,15630
12000,1024,128,1,3,Vanilla,132817838,3900000,18065
12000,1024,128,1,3,Vanilla,132817838,4000000,20720
12000,1024,128,1,3,Vanilla,132817838,4100000,23569
12000,1024,128,1,3,Vanilla,132817838,4200000,26778
12000,1024,128,1,3,Vanilla,132817838,4300000,30189
12000,1024,128,1,3,Vanilla,132817838,4400000,33888
12000,1024,128,1,3,Vanilla,132817838,4500000,37922
12000,1024,128,1,3,Vanilla,132817838,4600000,42117
12000,1024,128,1,3,Vanilla,132817838,4700000,46702
12000,1024,128,1,3,Vanilla,132817838,4800000,51580
12000,1024,128,1,3,Vanilla,132817838,4900000,56747
12000,1024,128,1,3,Vanilla,132817838,5000000,62378
12000,1024,128,1,3,Vanilla,132817838,5100000,68229
12000,1024,128,1,3,Vanilla,132817838,5200000,74493
12000,1024,128,1,3,Vanilla,132817838,5300000,81153
12000,1024,128,1,3,Vanilla,132817838,5400000,88076
12000,1024,128,1,3,Vanilla,132817838,5500000,95391
12000,1024,128,1,3,Vanilla,132817838,5600000,102989
12000,1024,128,1,3,Vanilla,132817838,5700000,110921
12000,1024,128,1,3,Vanilla,132817838,5800000,118997
12000,1024,128,1,3,Vanilla,132817838,5900000,127519
12000,1024,128,1,3,Vanilla,132817838,6000000,136568
12000,1024,128,1,3,Vanilla,132817838,6100000,145838
12000,1024,128,1,3,Vanilla,132817838,6200000,155568
12000,1024,128,1,3,Vanilla,132817838,6300000,165539
12000,1024,128,1,3,Vanilla,132817838,6400000,175682
12000,1024,128,1,3,Vanilla,132817838,6500000,186431
12000,1024,128,1,3,Vanilla,132817838,6600000,197382
12000,1024,128,1,3,Vanilla,132817838,6700000,208910
12000,1024,128,1,3,Vanilla,132817838,6800000,220551
12000,1024,128,1,3,Vanilla,132817838,6900000,232645
12000,1024,128,1,3,Vanilla,132817838,7000000,244896
12000,1024,128,1,3,Vanilla,132817838,7100000,257474
12000,1024,128,1,3,Vanilla,132817838,7200000,270712
12000,1024,128,1,3,Vanilla,132817838,7300000,284260
12000,1024,128,1,3,Vanilla,132817838,7400000,298020
12000,1024,128,1,3,Vanilla,132817838,7500000,312259
12000,1024,128,1,3,Vanilla,132817838,7600000,326657
12000,1024,128,1,3,Vanilla,132817838,7700000,341382
12000,1024,128,1,3,Vanilla,132817838,7800000,356067
12000,1024,128,1,3,Vanilla,132817838,7900000,371394
12000,1024,128,1,3,Vanilla,132817838,8000000,386950
12000,1024,128,1,3,Vanilla,132817838,8100000,402645
12000,1024,128,1,3,Vanilla,132817838,8200000,418679
12000,1024,128,1,3,Vanilla,132817838,8300000,435213
12000,1024,128,1,3,Vanilla,132817838,8400000,451896
12000,1024,128,1,3,Vanilla,132817838,8500000,468918
12000,1024,128,1,3,Vanilla,132817838,8600000,486175
12000,1024,128,1,3,Vanilla,132817838,8700000,503692
12000,1024,128,1,3,Vanilla,132817838,8800000,521586
12000,1024,128,1,3,Vanilla,132817838,8900000,540031
12000,1024,128,1,3,Vanilla,132817838,9000000,558589
12000,1024,128,1,3,Vanilla,132817838,9100000,577107
12000,1024,128,1,3,Vanilla,132817838,9200000,596106
12000,1024,128,1,3,Vanilla,132817838,9300000,615090
12000,1024,128,1,3,Vanilla,132817838,9400000,634340
12000,1024,128,1,3,Vanilla,132817838,9500000,653844
12000,1024,128,1,3,Vanilla,132817838,9600000,673827
12000,1024,128,1,3,Vanilla,132817838,9700000,693977
12000,1024,128,1,3,Vanilla,132817838,9800000,714094
12000,1024,128,1,3,Vanilla,132817838,9900000,734686
12000,1024,128,1,3,Vanilla,132817838,10000000,755479
12000,1024,128,1,3,Vanilla,141374686,100000,0
12000,1024,128,1,3,Vanilla,141374686,200000,0
12000,1024,128,1,3,Vanilla,141374686,300000,0
12000,1024,128,1,3,Vanilla,141374686,400000,0
12000,1024,128,1,3,Vanilla,141374686,500000,0
12000,1024,128,1,3,Vanilla,141374686,600000,0
12000,1024,128,1,3,Vanilla,141374686,700000,0
12000,1024,128,1,3,Vanilla,141374686,800000,0
12000,1024,128,1,3,Vanilla,141374686,900000,0
12000,1024,128,1,3,Vanilla,141374686,1000000,0
12000,1024,128,1,3,Vanilla,141374686,1100000,0
12000,1024,128,1,3,Vanilla,141374686,1200000,0
12000,1024,128,1,3,Vanilla,141374686,1300000,3
12000,1024,128,1,3,Vanilla,141374686,1400000,18
12000,1024,128,1,3,Vanilla,141374686,1500000,43
12000,1024,128,1,3,Vanilla,141374686,1600000,64
12000,1024,128,1,3,Vanilla,141374686,1700000,107
12000,1024,128,1,3,Vanilla,141374686,1800000,168
12000,1024,128,1,3,Vanilla,141374686,1900000,248
12000,1024,128,1,3,Vanilla,141374686,2000000,333
12000,1024,128,1,3,Vanilla,141374686,2100000,450
12000,1024,128,1,3,Vanilla,141374686,2200000,598
12000,1024,128,1,3,Vanilla,141374686,2300000,775
12000,1024,128,1,3,Vanilla,141374686,2400000,1045
12000,1024,128,1,3,Vanilla,141374686,2500000,1403
12000,1024,128,1,3,Vanilla,141374686,2600000,1838
12000,1024,128,1,3,Vanilla,141374686,2700000,2319
12000,1024,128,1,3,Vanilla,141374686,2800000,2994
12000,1024,128,1,3,Vanilla,141374686,2900000,3775
12000,1024,128,1,3,Vanilla,141374686,3000000,4719
12000,1024,128,1,3,Vanilla,141374686,3100000,5754
12000,1024,128,1,3,Vanilla,141374686,3200000,7027
12000,1024,128,1,3,Vanilla,141374686,3300000,8349
12000,1024,128,1,3,Vanilla,141374686,3400000,9978
12000,1024,128,1,3,Vanilla,141374686,3500000,11679
12000,1024,128,1,3,Vanilla,141374686,3600000,13673
12000,1024,128,1,3,Vanilla,141374686,3700000,15825
12000,1024,128,1,3,Vanilla,141374686,3800000,18192
12000,1024,128,1,3,Vanilla,141374686,3900000,20735
12000,1024,128,1,3,Vanilla,141374686,4000000,23531
12000,1024,128,1,3,Vanilla,141374686,4100000,26429
12000,1024,128,1,3,Vanilla,141374686,4200000,29666
12000,1024,128,1,3,Vanilla,141374686,4300000,33138
12000,1024,128,1,3,Vanilla,141374686,4400000,36869
12000,1024,128,1,3,Vanilla,141374686,4500000,40931
12000,1024,128,1,3,Vanilla,141374686,4600000,45251
12000,1024,128,1,3,Vanilla,141374686,4700000,49928
12000,1024,128,1,3,Vanilla,141374686,4800000,54884
12000,1024,128,1,3,Vanilla,141374686,4900000,60241
12000,1024,128,1,3,Vanilla,141374686,5000000,65717
12000,1024,128,1,3,Vanilla,141374686,5100000,71520
12000,1024,128,1,3,Vanilla,141374686,5200000,77770
12000,1024,128,1,3,Vanilla,141374686,5300000,84326
12000,1024,128,1,3,Vanilla,141374686,5400000,91024
12000,1024,128,1,3,Vanilla,141374686,5500000,98182
12000,1024,128,1,3,Vanilla,141374686,5600000,105514
12000,1024,128,1,3,Vanilla,141374686,5700000,113220
12000,1024,128,1,3,Vanilla,141374686,5800000,121173
12000,1024,128,1,3,Vanilla,141374686,5900000,129443
12000,1024,128,1,3,Vanilla,141374686,6000000,138002
12000,1024,128,1,3,Vanilla,141374686,6100000,147068
12000,1024,128,1,3,Vanilla,141374686,6200000,156325
12000,1024,128,1,3,Vanilla,141374686,6300000,166073
12000,1024,128,1,3,Vanilla,141374686,6400000,175996
12000,1024,128,1,3,Vanilla,141374686,6500000,186432
12000,1024,128,1,3,Vanilla,141374686,6600000,197052
12000,1024,128,1,3,Vanilla,141374686,6700000,208066
12000,1024,128,1,3,Vanilla,141374686,6800000,219340
12000,1024,128,1,3,Vanilla,141374686,6900000,230848
12000,1024,128,1,3,Vanilla,141374686,7000000,242768
12000,1024,128,1,3,Vanilla,141374686,7100000,254991
12000,1024,128,1,3,Vanilla,141374686,7200000,267767
12000,1024,128,1,3,Vanilla,141374686,7300000,280530
12000,1024,128,1,3,Vanilla,141374686,7400000,293547
12000,1024,128,1,3,Vanilla,141374686,7500000,306665
12000,1024,128,1,3,Vanilla,141374686,7600000,320573
12000,1024,128,1,3,Vanilla,141374686,7700000,334459
12000,1024,128,1,3,Vanilla,141374686,7800000,348665
12000,1024,128,1,3,Vanilla,141374686,7900000,363124
12000,1024,128,1,3,Vanilla,141374686,8000000,378092
12000,1024,128,1,3,Vanilla,141374686,8100000,392993
12000,1024,128,1,3,Vanilla,141374686,8200000,408418
12000,1024,128,1,3,Vanilla,141374686,8300000,424000
12000,1024,128,1,3,Vanilla,141374686,8400000,439974
12000,1024,128,1,3,Vanilla,141374686,8500000,456069
12000,1024,128,1,3,Vanilla,141374686,8600000,472387
12000,1024,128,1,3,Vanilla,141374686,8700000,489241
12000,1024,128,1,3,Vanilla,141374686,8800000,506127
12000,1024,128,1,3,Vanilla,141374686,8900000,523343
12000,1024,128,1,3,Vanilla,141374686,9000000,541157
12000,1024,128,1,3,Vanilla,141374686,9100000,558964
12000,1024,128,1,3,Vanilla,141374686,9200000,576967
12000,1024,128,1,3,Vanilla,141374686,9300000,595190
12000,1024,128,1,3,Vanilla,141374686,9400000,613825
12000,1024,128,1,3,Vanilla,141374686,9500000,632369
12000,1024,128,1,3,Vanilla,141374686,9600000,651139
12000,1024,128,1,3,Vanilla,141374686,9700000,670175
12000,1024,128,1,3,Vanilla,141374686,9800000,689597
12000,1024,128,1,3,Vanilla,141374686,9900000,709151
12000,1024,128,1,3,Vanilla,141374686,10000000,728890
12000,1024,128,1,3,Vanilla,136212175,100000,0
12000,1024,128,1,3,Vanilla,136212175,200000,0
12000,1024,128,1,3,Vanilla,136212175,300000,0
12000,1024,128,1,3,Vanilla,136212175,400000,0
12000,1024,128,1,3,Vanilla,136212175,500000,0
12000,1024,128,1,3,Vanilla,136212175,600000,0
12000,1024,128,1,3,Vanilla,136212175,700000,0
12000,1024,128,1,3,Vanilla,136212175,800000,0
12000,1024,128,1,3,Vanilla,136212175,900000,0
12000,1024,128,1,3,Vanilla,136212175,1000000,0
12000,1024,128,1,3,Vanilla,136212175,1100000,0
12000,1024,128,1,3,Vanilla,136212175,1200000,0
12000,1024,128,1,3,Vanilla,136212175,1300000,0
12000,1024,128,1,3,Vanilla,136212175,1400000,0
12000,1024,128,1,3,Vanilla,136212175,1500000,0
12000,1024,128,1,3,Vanilla,136212175,1600000,0
12000,1024,128,1,3,Vanilla,136212175,1700000,0
12000,1024,128,1,3,Vanilla,136212175,1800000,0
12000,1024,128,1,3,Vanilla,136212175,1900000,4
12000,1024,128,1,3,Vanilla,136212175,2000000,10
12000,1024,128,1,3,Vanilla,136212175,2100000,20
12000,1024,128,1,3,Vanilla,136212175,2200000,49
12000,1024,128,1,3,Vanilla,136212175,2300000,108
12000,1024,128,1,3,Vanilla,136212175,2400000,197
12000,1024,128,1,3,Vanilla,136212175,2500000,343
12000,1024,128,1,3,Vanilla,136212175,2600000,572
12000,1024,128,1,3,Vanilla,136212175,2700000,843
12000,1024,128,1,3,Vanilla,136212175,2800000,1214
12000,1024,128,1,3,Vanilla,136212175,2900000,1698
12000,1024,128,1,3,Vanilla,136212175,3000000,2270
12000,1024,128,1,3,Vanilla,136212175,3100000,2924
12000,1024,128,1,3,Vanilla,136212175,3200000,3699
12000,1024,128,1,3,Vanilla,136212175,3300000,4609
12000,1024,128,1,3,Vanilla,136212175,3400000,5692
12000,1024,128,1,3,Vanilla,136212175,3500000,6990
12000,1024,128,1,3,Vanilla,136212175,3600000,8440
12000,1024,128,1,3,Vanilla,136212175,3700000,10053
12000,1024,128,1,3,Vanilla,136212175,3800000,11874
12000,1024,128,1,3,Vanilla,136212175,3900000,14010
12000,1024,128,1,3,Vanilla,136212175,4000000,16333
12000,1024,128,1,3,Vanilla,136212175,4100000,18854
12000,1024,128,1,3,Vanilla,136212175,4200000,21618
12000,1024,128,1,3,Vanilla,136212175,4300000,24650
12000,1024,128,1,3,Vanilla,136212175,4400000,27842
12000,1024,128,1,3,Vanilla,136212175,4500000,31336
12000,1024,128,1,3,Vanilla,136212175,4600000,35096
12000,1024,128,1,3,Vanilla,136212175,4700000,39142
12000,1024,128,1,3,Vanilla,136212175,4800000,43431
12000,1024,128,1,3,Vanilla,136212175,4900000,47968
12000,1024,128,1,3,Vanilla,136212175,5000000,52882
12000,1024,128,1,3,Vanilla,136212175,5100000,58285
12000,1024,128,1,3,Vanilla,136212175,5200000,63868
12000,1024,128,1,3,Vanilla,136212175,5300000,69724
12000,1024,128,1,3,Vanilla,136212175,5400000,75942
12000,1024,128,1,3,Vanilla,136212175,5500000,82572
12000,1024,128,1,3,Vanilla,136212175,5600000,89249
12000,1024,128,1,3,Vanilla,136212175,5700000,96539
12000,1024,128,1,3,Vanilla,136212175,5800000,103913
12000,1024,128,1,3,Vanilla,136212175,5900000,111621
12000,1024,128,1,3,Vanilla,136212175,6000000,119874
12000,1024,128,1,3,Vanilla,136212175,6100000,128359
12000,1024,128,1,3,Vanilla,136212175,6200000,137304
12000,1024,128,1,3,Vanilla,136212175,6300000,146544
12000,1024,128,1,3,Vanilla,136212175,6400000,156195
12000,1024,128,1,3,Vanilla,136212175,6500000,166139
12000,1024,128,1,3,Vanilla,136212175,6600000,176537
12000,1024,128,1,3,Vanilla,136212175,6700000,187143
12000,1024,128,1,3,Vanilla,136212175,6800000,198037
12000,1024,128,1,3,Vanilla,136212175,6900000,209499
12000,1024,128,1,3,Vanilla,136212175,7000000,221235
12000,1024,128,1,3,Vanilla,136212175,7100000,233363
12000,1024,128,1,3,Vanilla,136212175,7200000,245798
12000,1024,128,1,3,Vanilla,136212175,7300000,258749
12000,1024,128,1,3,Vanilla,136212175,7400000,271766
12000,1024,128,1,3,Vanilla,136212175,7500000,285439
12000,1024,128,1,3,Vanilla,136212175,7600000,299296
12000,1024,128,1,3,Vanilla,136212175,7700000,313416
12000,1024,128,1,3,Vanilla,136212175,7800000,327705
12000,1024,128,1,3,Vanilla,136212175,7900000,342358
12000,1024,128,1,3,Vanilla,136212175,8000000,357476
12000,1024,128,1,3,Vanilla,136212175,8100000,372776
12000,1024,128,1,3,Vanilla,136212175,8200000,388253
12000,1024,128,1,3,Vanilla,136212175,8300000,403852
12000,1024,128,1,3,Vanilla,136212175,8400000,420061
12000,1024,128,1,3,Vanilla,136212175,8500000,436855
12000,1024,128,1,3,Vanilla,136212175,8600000,453774
12000,1024,128,1,3,Vanilla,136212175,8700000,470775
12000,1024,128,1,3,Vanilla,136212175,8800000,488131
12000,1024,128,1,3,Vanilla,136212175,8900000,505885
12000,1024,128,1,3,Vanilla,136212175,9000000,523736
12000,1024,128,1,3,Vanilla,136212175,9100000,542117
12000,1024,128,1,3,Vanilla,136212175,9200000,560503
12000,1024,128,1,3,Vanilla,136212175,9300000,579377
12000,1024,128,1,3,Vanilla,136212175,9400000,598658
12000,1024,128,1,3,Vanilla,136212175,9500000,617912
12000,1024,128,1,3,Vanilla,136212175,9600000,637228
12000,1024,128,1,3,Vanilla,136212175,9700000,657306
12000,1024,128,1,3,Vanilla,136212175,9800000,677428
12000,1024,128,1,3,Vanilla,136212175,9900000,697715
12000,1024,128,1,3,Vanilla,136212175,10000000,718215
12000,1024,128,1,3,Vanilla,135052697,100000,0
12000,1024,128,1,3,Vanilla,135052697,200000,0
12000,1024,128,1,3,Vanilla,135052697,300000,0
12000,1024,128,1,3,Vanilla,135052697,400000,0
12000,1024,128,1,3,Vanilla,135052697,500000,0
12000,1024,128,1,3,Vanilla,135052697,600000,0
12000,1024,128,1,3,Vanilla,135052697,700000,0
12000,1024,128,1,3,Vanilla,135052697,800000,0
12000,1024,128,1,3,Vanilla,135052697,900000,0
12000,1024,128,1,3,Vanilla,135052697,1000000,0
12000,1024,128,1,3,Vanilla,135052697,1100000,0
12000,1024,128,1,3,Vanilla,135052697,1200000,0
12000,1024,128,1,3,Vanilla,135052697,1300000,0
12000,1024,128,1,3,Vanilla,135052697,1400000,0
12000,1024,128,1,3,Vanilla,135052697,1500000,10
12000,1024,128,1,3,Vanilla,135052697,1600000,29
12000,1024,128,1,3,Vanilla,135052697,1700000,65
12000,1024,128,1,3,Vanilla,135052697,1800000,113
12000,1024,128,1,3,Vanilla,135052697,1900000,195
12000,1024,128,1,3,Vanilla,135052697,2000000,297
12000,1024,128,1,3,Vanilla,135052697,2100000,419
12000,1024,128,1,3,Vanilla,135052697,2200000,569
12000,1024,128,1,3,Vanilla,135052697,2300000,784
12000,1024,128,1,3,Vanilla,135052697,2400000,1024
12000,1024,128,1,3,Vanilla,135052697,2500000,1294
12000,1024,128,1,3,Vanilla,135052697,2600000,1616
12000,1024,128,1,3,Vanilla,135052697,2700000,2004
12000,1024,128,1,3,Vanilla,135052697,2800000,2522
12000,1024,128,1,3,Vanilla,135052697,2900000,3154
12000,1024,128,1,3,Vanilla,135052697,3000000,3910
12000,1024,128,1,3,Vanilla,135052697,3100000,4732
12000,1024,128,1,3,Vanilla,135052697,3200000,5724
12000,1024,128,1,3,Vanilla,135052697,3300000,6877
12000,1024,128,1,3,Vanilla,135052697,3400000,8159
12000,1024,128,1,3,Vanilla,135052697,3500000,9657
12000,1024,128,1,3,Vanilla,135052697,3600000,11235
12000,1024,128,1,3,Vanilla,135052697,3700000,13023
12000,1024,128,1,3,Vanilla,135052697,3800000,15036
12000,1024,128,1,3,Vanilla,135052697,3900000,17149
12000,1024,128,1,3,Vanilla,135052697,4000000,19481
12000,1024,128,1,3,Vanilla,135052697,4100000,22115
12000,1024,128,1,3,Vanilla,135052697,4200000,24912
12000,1024,128,1,3,Vanilla,135052697,4300000,27841
12000,1024,128,1,3,Vanilla,135052697,4400000,30909
12000,1024,128,1,3,Vanilla,135052697,4500000,34462
12000,1024,128,1,3,Vanilla,135052697,4600000,38140
12000,1024,128,1,3,Vanilla,135052697,4700000,42138
12000,1024,128,1,3,Vanilla,135052697,4800000,46219
12000,1024,128,1,3,Vanilla,135052697,4900000,50525
12000,1024,128,1,3,Vanilla,135052697,5000000,55261
12000,1024,128,1,3,Vanilla,135052697,5100000,60318
12000,1024,128,1,3,Vanilla,135052697,5200000,65790
12000,1024,128,1,3,Vanilla,135052697,5300000,71412
12000,1024,128,1,3,Vanilla,135052697,5400000,77303
12000,1024,128,1,3,Vanilla,135052697,5500000,83666
12000,1024,128,1,3,Vanilla,135052697,5600000,90050
12000,1024,128,1,3,Vanilla,135052697,5700000,96838
12000,1024,128,1,3,Vanilla,135052697,5800000,103931
12000,1024,128,1,3,Vanilla,135052697,5900000,111509
12000,1024,128,1,3,Vanilla,135052697,6000000,119530
12000,1024,128,1,3,Vanilla,135052697,6100000,127757
12000,1024,128,1,3,Vanilla,135052697,6200000,136363
12000,1024,128,1,3,Vanilla,135052697,6300000,145318
12000,1024,128,1,3,Vanilla,135052697,6400000,154721
12000,1024,128,1,3,Vanilla,135052697,6500000,164164
12000,1024,128,1,3,Vanilla,135052697,6600000,174206
12000,1024,128,1,3,Vanilla,135052697,6700000,184525
12000,1024,128,1,3,Vanilla,135052697,6800000,195137
12000,1024,128,1,3,Vanilla,135052697,6900000,205886
12000,1024,128,1,3,Vanilla,135052697,7000000,217079
12000,1024,128,1,3,Vanilla,135052697,7100000,228485
12000,1024,128,1,3,Vanilla,135052697,7200000,240259
12000,1024,128,1,3,Vanilla,135052697,7300000,252241
12000,1024,128,1,3,Vanilla,135052697,7400000,264668
12000,1024,128,1,3,Vanilla,135052697,7500000,277630
12000,1024,128,1,3,Vanilla,135052697,7600000,290809
12000,1024,128,1,3,Vanilla,135052697,7700000,304080
12000,1024,128,1,3,Vanilla,135052697,7800000,317798
12000,1024,128,1,3,Vanilla,135052697,7900000,331738
12000,1024,128,1,3,Vanilla,135052697,8000000,346220
12000,1024,128,1,3,Vanilla,135052697,8100000,360872
12000,1024,128,1,3,Vanilla,135052697,8200000,375607
12000,1024,128,1,3,Vanilla,135052697,8300000,390801
