num_node,node_min_capacity,node_max_capacity,capacity_skew,num_copy,strategy,bin_index,num_bin_node,bin_hit_count,bin_capacity,bin_used_capacity,bin_max_utilization
12000,1024,102400,2,3,Classified+TwoChoices,0,11995,11714291,12326867,11678094,1
12000,1024,102400,2,3,Classified+TwoChoices,1,3,7671,7969,7656,1
12000,1024,102400,2,3,Classified+TwoChoices,2,2,8437,10649,8437,0.8157143
12000,1024,102400,2,3,Classified+TwoChoices,0,11993,11637367,12321232,11588403,1
12000,1024,102400,2,3,Classified+TwoChoices,1,3,6014,7964,6014,0.7787334
12000,1024,102400,2,3,Classified+TwoChoices,2,2,8637,8860,8633,1
12000,1024,102400,2,3,Classified+TwoChoices,3,1,7529,11216,7529,0.6712732
12000,1024,102400,2,3,Classified+TwoChoices,6,1,100342,98565,98565,1
12000,1024,102400,2,3,Classified+TwoChoices,0,11994,11723569,12324255,11660295,1
12000,1024,102400,2,3,Classified+TwoChoices,1,5,12295,13716,12295,0.91623807
12000,1024,102400,2,3,Classified+TwoChoices,2,1,4462,4590,4462,0.9721133
12000,1024,102400,2,3,Classified+TwoChoices,0,11997,11731687,12328955,11672777,1
12000,1024,102400,2,3,Classified+TwoChoices,1,1,2120,2620,2120,0.8091603
12000,1024,102400,2,3,Classified+TwoChoices,2,1,4143,4388,4143,0.9441659
12000,1024,102400,2,3,Classified+TwoChoices,4,1,30006,29752,29752,1
12000,1024,102400,2,3,Classified+TwoChoices,0,11989,11674614,12320080,11649158,1
12000,1024,102400,2,3,Classified+TwoChoices,1,7,15124,17926,15114,1
12000,1024,102400,2,3,Classified+TwoChoices,2,2,7614,10370,7614,0.77457005
12000,1024,102400,2,3,Classified+TwoChoices,3,1,12141,12090,12090,1
12000,1024,102400,2,3,Classified+TwoChoices,4,1,25040,24923,24923,1
12000,1024,102400,2,3,Classified+TwoChoices,0,11989,11737924,12314786,11663626,1
12000,1024,102400,2,3,Classified+TwoChoices,1,5,12744,12635,12623,1
12000,1024,102400,2,3,Classified+TwoChoices,2,5,27114,30049,27052,1
12000,1024,102400,2,3,Classified+TwoChoices,5,1,32039,39503,32039,0.8110523
12000,1024,102400,2,3,Classified+TwoChoices,0,11996,11706336,12323458,11667385,1
12000,1024,102400,2,3,Classified+TwoChoices,1,2,4243,5178,4243,0.8989899
12000,1024,102400,2,3,Classified+TwoChoices,3,1,8096,10470,8096,0.7732569
12000,1024,102400,2,3,Classified+TwoChoices,5,1,32289,35124,32289,0.91928595
12000,1024,102400,2,3,Classified+TwoChoices,0,11998,11727414,12328803,11658828,1
12000,1024,102400,2,3,Classified+TwoChoices,1,2,4350,4833,4350,0.98663104
