num_node,node_min_capacity,node_max_capacity,capacity_skew,num_copy,strategy,bin_index,num_bin_node,bin_hit_count,bin_capacity,bin_used_capacity,bin_max_utilization
12000,1024,102400,1,3,Classified+TwoChoices,0,7389,1477338,8537153,1477338,0.58941174
12000,1024,102400,1,3,Classified+TwoChoices,1,1110,1110619,3197046,1110618,0.827577
12000,1024,102400,1,3,Classified+TwoChoices,2,833,2285649,4886215,2285631,1
12000,1024,102400,1,3,Classified+TwoChoices,3,768,5185300,9063962,5184561,1
12000,1024,102400,1,3,Classified+TwoChoices,4,741,12128383,17452324,12120607,1
12000,1024,102400,1,3,Classified+TwoChoices,5,701,25233175,32894956,25176763,1
12000,1024,102400,1,3,Classified+TwoChoices,6,458,27356492,37869700,27271532,1
12000,1024,102400,1,3,Classified+TwoChoices,0,7467,1391635,8667599,1391635,0.605379
12000,1024,102400,1,3,Classified+TwoChoices,1,1070,1014514,3115104,1014513,0.81776136
12000,1024,102400,1,3,Classified+TwoChoices,2,842,2081495,4932488,2081495,0.92511016
12000,1024,102400,1,3,Classified+TwoChoices,3,724,4631778,8455768,4631727,1
12000,1024,102400,1,3,Classified+TwoChoices,4,742,11618520,17394743,11611764,1
12000,1024,102400,1,3,Classified+TwoChoices,5,717,25378234,34140159,25347502,1
12000,1024,102400,1,3,Classified+TwoChoices,6,438,26219392,36624243,26162296,1
12000,1024,102400,1,3,Classified+TwoChoices,0,7441,1640245,8673468,1640245,0.6629667
12000,1024,102400,1,3,Classified+TwoChoices,1,1105,1165706,3200693,1165706,0.9832905
12000,1024,102400,1,3,Classified+TwoChoices,2,842,2281824,4948067,2281824,0.9712432
12000,1024,102400,1,3,Classified+TwoChoices,3,720,4944586,8439755,4940985,1
12000,1024,102400,1,3,Classified+TwoChoices,4,720,11772011,17080706,11747798,1
12000,1024,102400,1,3,Classified+TwoChoices,5,680,24029316,31849674,23945171,1
12000,1024,102400,1,3,Classified+TwoChoices,6,492,29540610,40193985,29411684,1
12000,1024,102400,1,3,Classified+TwoChoices,0,7352,1565791,8517079,1565791,0.65941614
12000,1024,102400,1,3,Classified+TwoChoices,1,1143,1185511,3300560,1185511,0.8363163
12000,1024,102400,1,3,Classified+TwoChoices,2,868,2345249,5084071,2345249,0.9634899
12000,1024,102400,1,3,Classified+TwoChoices,3,754,5167179,8807864,5165252,1
12000,1024,102400,1,3,Classified+TwoChoices,4,771,13079926,18245014,13052624,1
12000,1024,102400,1,3,Classified+TwoChoices,5,654,24213516,30861707,24111437,1
12000,1024,102400,1,3,Classified+TwoChoices,6,458,28280329,38191017,28133898,1
12000,1024,102400,1,3,Classified+TwoChoices,0,7402,1601388,8609845,1601388,0.6921937
12000,1024,102400,1,3,Classified+TwoChoices,1,1072,1096582,3106181,1096582,0.84942627
12000,1024,102400,1,3,Classified+TwoChoices,2,831,2220389,4874559,2220333,1
12000,1024,102400,1,3,Classified+TwoChoices,3,808,5643029,9629229,5640551,1
12000,1024,102400,1,3,Classified+TwoChoices,4,729,12168562,17236940,12139149,1
12000,1024,102400,1,3,Classified+TwoChoices,5,713,25953251,33401027,25848379,1
12000,1024,102400,1,3,Classified+TwoChoices,6,445,26886616,36694465,26760953,1
12000,1024,102400,1,3,Classified+TwoChoices,0,7423,1633447,8588828,1633447,0.64120966
12000,1024,102400,1,3,Classified+TwoChoices,1,1118,1241120,3267771,1241120,0.9183474
12000,1024,102400,1,3,Classified+TwoChoices,2,870,2431292,5047606,2431264,1
12000,1024,102400,1,3,Classified+TwoChoices,3,742,5109776,8661030,5106650,1
12000,1024,102400,1,3,Classified+TwoChoices,4,720,12119616,17020105,12081174,1
12000,1024,102400,1,3,Classified+TwoChoices,5,682,25035567,32228444,24934912,1
12000,1024,102400,1,3,Classified+TwoChoices,6,445,26990654,36508320,26850587,1
12000,1024,102400,1,3,Classified+TwoChoices,0,7315,1507928,8442179,1507928,0.6361257
12000,1024,102400,1,3,Classified+TwoChoices,1,1095,1111979,3161467,1111979,0.8394481
12000,1024,102400,1,3,Classified+TwoChoices,2,855,2310852,4977990,2310851,0.9799935
12000,1024,102400,1,3,Classified+TwoChoices,3,763,5219710,9069645,5218256,1
12000,1024,102400,1,3,Classified+TwoChoices,4,797,12807033,18780282,12782700,1
12000,1024,102400,1,3,Classified+TwoChoices,5,719,26597397,33977407,26489808,1
12000,1024,102400,1,3,Classified+TwoChoices,6,456,27656896,37675255,27540188,1
