num_node,node_min_capacity,node_max_capacity,capacity_skew,num_copy,strategy,total_capacity,num_stored,num_utilized_node,utilized_capacity,redundancy
12000,1024,102400,1.4,3,TwoChoices,19375890,3947845,12000,11798578,2.9886122
12000,1024,102400,1.4,3,TwoChoices,18206773,3957546,12000,11821767,2.987146
12000,1024,102400,1.4,3,TwoChoices,20051866,3986419,12000,11888394,2.982224
12000,1024,102400,1.4,3,TwoChoices,18489529,3952948,12000,11831078,2.992976
12000,1024,102400,1.4,3,TwoChoices,19702804,3975652,12000,11877485,2.9875565
12000,1024,102400,1.4,3,TwoChoices,19267750,3961776,12000,11838872,2.9882739
12000,1024,102400,1.4,3,TwoChoices,18640967,3938364,12000,11787119,2.9928973
12000,1024,102400,1.4,3,TwoChoices,18474236,3923060,12000,11762030,2.9981775
12000,1024,102400,1.4,3,TwoChoices,19390329,3947008,12000,11816422,2.993767
12000,1024,102400,1.4,3,TwoChoices,18461337,3989693,12000,11858211,2.9722114
12000,1024,102400,1.4,3,TwoChoices,18948876,3940551,12000,11792270,2.9925435
12000,1024,102400,1.4,3,TwoChoices,19148198,3962392,12000,11840694,2.988269
12000,1024,102400,1.4,3,TwoChoices,18591101,3958346,12000,11819676,2.986014
12000,1024,102400,1.4,3,TwoChoices,18799117,3950134,12000,11817792,2.9917445
12000,1024,102400,1.4,3,TwoChoices,18747211,3966607,12000,11853937,2.9884324
12000,1024,102400,1.4,3,TwoChoices,18593651,3952360,12000,11827798,2.9925914
12000,1024,102400,1.4,3,TwoChoices,18787094,3956644,12000,11822287,2.9879582
12000,1024,102400,1.4,3,TwoChoices,18615686,3933878,12000,11784390,2.9956164
12000,1024,102400,1.4,3,TwoChoices,18681749,3941077,12000,11795196,2.9928865
12000,1024,102400,1.4,3,TwoChoices,18812159,3964861,12000,11834882,2.9849424
12000,1024,102400,1.4,3,TwoChoices,19381026,3959316,12000,11837827,2.9898667
12000,1024,102400,1.4,3,TwoChoices,18398659,3973026,12000,11839468,2.9799623
12000,1024,102400,1.4,3,TwoChoices,19019258,3973641,12000,11864898,2.9859009
12000,1024,102400,1.4,3,TwoChoices,18481344,3943901,12000,11782088,2.9874198
12000,1024,102400,1.4,3,TwoChoices,19120998,3950486,12000,11833974,2.9955742
12000,1024,102400,1.4,3,TwoChoices,18874575,3954943,12000,11818255,2.9882238
12000,1024,102400,1.4,3,TwoChoices,18245903,3958497,12000,11826353,2.9875867
12000,1024,102400,1.4,3,TwoChoices,19082106,3953803,12000,11833989,2.9930649
12000,1024,102400,1.4,3,TwoChoices,18941513,3964802,12000,11832308,2.9843376
12000,1024,102400,1.4,3,TwoChoices,18376349,3954695,12000,11825100,2.990142
12000,1024,102400,1.4,3,TwoChoices,18894102,3952588,12000,11821271,2.9907672
12000,1024,102400,1.4,3,TwoChoices,19160766,3944210,12000,11799191,2.991522
12000,1024,102400,1.4,3,TwoChoices,18894396,3960894,12000,11832100,2.9872296
12000,1024,102400,1.4,3,TwoChoices,19494124,3930461,12000,11770673,2.994731
12000,1024,102400,1.4,3,TwoChoices,18280236,3963149,12000,11842872,2.9882479
12000,1024,102400,1.4,3,TwoChoices,19409047,3947868,12000,11816606,2.9931614
12000,1024,102400,1.4,3,TwoChoices,18017924,3981386,12000,11882587,2.9845352
12000,1024,102400,1.4,3,TwoChoices,18468750,3963641,12000,11838537,2.9867833
12000,1024,102400,1.4,3,TwoChoices,19530047,3966862,12000,11835948,2.9837055
12000,1024,102400,1.4,3,TwoChoices,19043091,3952830,12000,11815637,2.9891589
12000,1024,102400,1.4,3,TwoChoices,20031332,3978406,12000,11847405,2.9779277
12000,1024,102400,1.4,3,TwoChoices,18952343,3936216,12000,11783117,2.9935138
12000,1024,102400,1.4,3,TwoChoices,18642854,3947335,12000,11801969,2.9898574
12000,1024,102400,1.4,3,TwoChoices,19318594,3971440,12000,11826584,2.9779084
12000,1024,102400,1.4,3,TwoChoices,19330813,3932122,12000,11767909,2.992763
12000,1024,102400,1.4,3,TwoChoices,19537093,3961451,12000,11822307,2.9843376
12000,1024,102400,1.4,3,TwoChoices,19310449,3974080,12000,11849918,2.9818015
12000,1024,102400,1.4,3,TwoChoices,18291537,3955914,12000,11841997,2.9934921
12000,1024,102400,1.4,3,TwoChoices,18801733,3966146,12000,11826921,2.9819682
12000,1024,102400,1.4,3,TwoChoices,18521325,3951885,12000,11822535,2.991619
12000,1024,102400,1.4,3,TwoChoices,18929498,3932514,12000,11787634,2.9974804
12000,1024,102400,1.4,3,TwoChoices,18753474,3972159,12000,11868681,2.9879673
12000,1024,102400,1.4,3,TwoChoices,18280482,3929214,12000,11777063,2.9973075
12000,1024,102400,1.4,3,TwoChoices,18396763,3956337,12000,11817957,2.9870956
12000,1024,102400,1.4,3,TwoChoices,18858802,3967990,12000,11850322,2.9864798
12000,1024,102400,1.4,3,TwoChoices,18806252,3962009,12000,11835398,2.9872215
12000,1024,102400,1.4,3,TwoChoices,18079660,3959590,12000,11837151,2.989489
12000,1024,102400,1.4,3,TwoChoices,17893503,3952546,12000,11807192,2.987237
12000,1024,102400,1.4,3,TwoChoices,18104551,3960061,12000,11846162,2.991409
12000,1024,102400,1.4,3,TwoChoices,18573113,3947648,12000,11817702,2.9936059
12000,1024,102400,1.4,3,TwoChoices,18015095,3978193,12000,11868118,2.9832938
12000,1024,102400,1.4,3,TwoChoices,18658957,3964953,12000,11826322,2.9827144
12000,1024,102400,1.4,3,TwoChoices,18604528,3990665,12000,11866529,2.9735718
12000,1024,102400,1.4,3,TwoChoices,19557864,3976084,12000,11863815,2.9837937
12000,1024,102400,1.4,3,TwoChoices,18889664,3970125,12000,11866259,2.988888
12000,1024,102400,1.4,3,TwoChoices,19137518,3948832,12000,11806931,2.9899807
12000,1024,102400,1.4,3,TwoChoices,18589941,3942771,12000,11801315,2.9931526
12000,1024,102400,1.4,3,TwoChoices,18924187,3952053,12000,11818037,2.9903538
12000,1024,102400,1.4,3,TwoChoices,19193210,3962635,12000,11845781,2.9893696
12000,1024,102400,1.4,3,TwoChoices,19674238,3989400,12000,11881381,2.9782376
12000,1024,102400,1.4,3,TwoChoices,18867654,3981786,12000,11867221,2.9803765
12000,1024,102400,1.4,3,TwoChoices,19095193,3951226,12000,11826534,2.9931302
12000,1024,102400,1.4,3,TwoChoices,18256148,3942982,12000,11788290,2.989689
12000,1024,102400,1.4,3,TwoChoices,20179129,3950461,12000,11821490,2.992433
12000,1024,102400,1.4,3,TwoChoices,18292729,3964643,12000,11857516,2.9908156
12000,1024,102400,1.4,3,TwoChoices,19535835,3965462,12000,11842668,2.9864535
12000,1024,102400,1.4,3,TwoChoices,19285115,3971108,12000,11859409,2.9864233
12000,1024,102400,1.4,3,TwoChoices,18389613,3986933,12000,11883001,2.9804869
12000,1024,102400,1.4,3,TwoChoices,18320106,3967915,12000,11838347,2.9835184
12000,1024,102400,1.4,3,TwoChoices,18820812,3943114,12000,11806704,2.9942589
12000,1024,102400,1.4,3,TwoChoices,18609675,3933936,12000,11780800,2.99466
12000,1024,102400,1.4,3,TwoChoices,18834261,3942412,12000,11803320,2.9939337
12000,1024,102400,1.4,3,TwoChoices,19095115,3949566,12000,11799449,2.9875305
12000,1024,102400,1.4,3,TwoChoices,18862581,3965962,12000,11837485,2.98477
12000,1024,102400,1.4,3,TwoChoices,18052396,3965057,12000,11836763,2.9852693
12000,1024,102400,1.4,3,TwoChoices,19607380,3957643,12000,11843447,2.9925506
12000,1024,102400,1.4,3,TwoChoices,19162325,3940259,12000,11794962,2.9934485
12000,1024,102400,1.4,3,TwoChoices,18501687,3954258,12000,11822758,2.9898803
12000,1024,102400,1.4,3,TwoChoices,18353210,3963393,12000,11833222,2.9856293
12000,1024,102400,1.4,3,TwoChoices,19275085,3976825,12000,11860582,2.982425
12000,1024,102400,1.4,3,TwoChoices,19102368,3960630,12000,11839663,2.9893384
12000,1024,102400,1.4,3,TwoChoices,19376936,3974666,12000,11850424,2.9814892
12000,1024,102400,1.4,3,TwoChoices,19029876,3945048,12000,11791347,2.9888983
12000,1024,102400,1.4,3,TwoChoices,18186375,3941986,12000,11804685,2.9946034
12000,1024,102400,1.4,3,TwoChoices,19287813,3958183,12000,11828928,2.9884744
12000,1024,102400,1.4,3,TwoChoices,18559848,3946898,12000,11822663,2.9954317
12000,1024,102400,1.4,3,TwoChoices,17590404,3948472,12000,11802433,2.989114
12000,1024,102400,1.4,3,TwoChoices,19092088,3963958,12000,11836828,2.9861133
12000,1024,102400,1.4,3,TwoChoices,18137730,3958470,12000,11830032,2.9885366
12000,1024,102400,1.4,3,TwoChoices,18828259,3940471,12000,11794545,2.9931815
