num_node,node_min_capacity,node_max_capacity,capacity_skew,num_copy,strategy,bin_index,num_bin_node,bin_hit_count,bin_capacity,bin_used_capacity,bin_max_utilization
12000,1024,102400,1,3,Classified,0,7475,3568735,8642507,3560834,1
12000,1024,102400,1,3,Classified,1,1015,1232938,2910447,1225194,1
12000,1024,102400,1,3,Classified,2,860,2219154,5097230,2212474,1
12000,1024,102400,1,3,Classified,3,804,4022172,9392602,4007911,1
12000,1024,102400,1,3,Classified,4,652,6909643,15382683,6885817,1
12000,1024,102400,1,3,Classified,5,731,15006867,34407923,15002559,1
12000,1024,102400,1,3,Classified,6,463,15167916,37950178,15165462,1
12000,1024,102400,1,3,Classified,0,7451,3385835,8613148,3379866,1
12000,1024,102400,1,3,Classified,1,1108,1295604,3192399,1291456,1
12000,1024,102400,1,3,Classified,2,825,1918678,4779537,1912859,1
12000,1024,102400,1,3,Classified,3,766,3671003,9004236,3668331,1
12000,1024,102400,1,3,Classified,4,725,6974077,17030340,6962437,1
12000,1024,102400,1,3,Classified,5,713,13660379,33744376,13653037,1
12000,1024,102400,1,3,Classified,6,412,12266665,33562462,12266664,0.98438007
12000,1024,102400,1,3,Classified,0,7438,2486398,8591035,2484057,1
12000,1024,102400,1,3,Classified,1,1122,965686,3233174,965686,0.9726663
12000,1024,102400,1,3,Classified,2,856,1562225,5047472,1559802,1
12000,1024,102400,1,3,Classified,3,742,2575987,8620369,2575698,1
12000,1024,102400,1,3,Classified,4,718,5284741,16931175,5284736,1
12000,1024,102400,1,3,Classified,5,689,9822676,32137527,9822674,0.80867034
12000,1024,102400,1,3,Classified,6,435,10510676,36068634,10510676,0.7065916
12000,1024,102400,1,3,Classified,0,7416,3768539,8620034,3755276,1
12000,1024,102400,1,3,Classified,1,1099,1466203,3165635,1456476,1
12000,1024,102400,1,3,Classified,2,860,2323642,5037339,2309875,1
12000,1024,102400,1,3,Classified,3,735,4048004,8713546,4018442,1
12000,1024,102400,1,3,Classified,4,742,8162534,17398923,8115821,1
12000,1024,102400,1,3,Classified,5,712,15812450,33513812,15796939,1
12000,1024,102400,1,3,Classified,6,436,16028837,35710695,16028837,0.9736519
12000,1024,102400,1,3,Classified,0,7447,2359899,8625469,2358502,1
12000,1024,102400,1,3,Classified,1,1051,854335,3026563,853492,1
12000,1024,102400,1,3,Classified,2,843,1395857,4977829,1395857,0.85844594
12000,1024,102400,1,3,Classified,3,773,2603911,9122871,2603911,0.96781063
12000,1024,102400,1,3,Classified,4,727,5019106,17181138,5017951,1
12000,1024,102400,1,3,Classified,5,688,9301657,32174783,9301657,0.74280185
12000,1024,102400,1,3,Classified,6,471,10311705,38602867,10311705,0.6604738
12000,1024,102400,1,3,Classified,0,7416,2950377,8601765,2949523,1
12000,1024,102400,1,3,Classified,1,1083,1161257,3158170,1159436,1
12000,1024,102400,1,3,Classified,2,860,1825623,5043497,1824405,1
12000,1024,102400,1,3,Classified,3,761,3266049,8935526,3266049,0.9915653
12000,1024,102400,1,3,Classified,4,738,6416119,17547754,6409932,1
12000,1024,102400,1,3,Classified,5,687,11750713,32124582,11741209,1
12000,1024,102400,1,3,Classified,6,455,13455992,37855404,13455992,0.8551207
12000,1024,102400,1,3,Classified,0,7465,2589601,8619321,2587267,1
12000,1024,102400,1,3,Classified,1,1120,1018182,3231077,1016312,1
12000,1024,102400,1,3,Classified,2,849,1580281,4957996,1577185,1
12000,1024,102400,1,3,Classified,3,722,2672322,8395236,2668206,1
