num_node,node_min_capacity,node_max_capacity,capacity_skew,num_copy,strategy,total_capacity,num_stored,num_utilized_node,utilized_capacity,redundancy
12000,1024,102400,1.2,3,Classified+TwoChoices,42136520,9250871,12000,27697500,2.9940424
12000,1024,102400,1.2,3,Classified+TwoChoices,43043831,10126803,12000,30233786,2.9855213
12000,1024,102400,1.2,3,Classified+TwoChoices,41535983,9283417,12000,27726426,2.9866617
12000,1024,102400,1.2,3,Classified+TwoChoices,40615406,9361129,12000,27952442,2.9860117
12000,1024,102400,1.2,3,Classified+TwoChoices,40079771,9354517,12000,27890023,2.9814498
12000,1024,102400,1.2,3,Classified+TwoChoices,40267040,9117479,12000,27254437,2.9892514
12000,1024,102400,1.2,3,Classified+TwoChoices,40861426,9220354,12000,27581242,2.991343
12000,1024,102400,1.2,3,Classified+TwoChoices,40648171,9576046,12000,28523289,2.9786081
12000,1024,102400,1.2,3,Classified+TwoChoices,42594826,10119386,12000,30167623,2.9811714
12000,1024,102400,1.2,3,Classified+TwoChoices,42844479,9763269,12000,29218444,2.9926906
12000,1024,102400,1.2,3,Classified+TwoChoices,42707817,9764780,12000,29143783,2.9845817
12000,1024,102400,1.2,3,Classified+TwoChoices,42698465,9772091,12000,29148341,2.982815
12000,1024,102400,1.2,3,Classified+TwoChoices,42021571,9795963,12000,29269016,2.9878652
12000,1024,102400,1.2,3,Classified+TwoChoices,42355135,9694618,12000,28967790,2.988028
12000,1024,102400,1.2,3,Classified+TwoChoices,42256169,9699644,12000,28962776,2.9859629
12000,1024,102400,1.2,3,Classified+TwoChoices,42213418,9432871,12000,28219818,2.9916468
12000,1024,102400,1.2,3,Classified+TwoChoices,43712648,9647094,12000,28883342,2.993994
12000,1024,102400,1.2,3,Classified+TwoChoices,41658789,9659240,12000,28840416,2.9857852
12000,1024,102400,1.2,3,Classified+TwoChoices,43769998,9957500,12000,29798858,2.9926043
12000,1024,102400,1.2,3,Classified+TwoChoices,42151387,9869242,12000,29424481,2.9814327
12000,1024,102400,1.2,3,Classified+TwoChoices,42636629,9831292,12000,29312489,2.98155
12000,1024,102400,1.2,3,Classified+TwoChoices,42246965,9955911,12000,29719942,2.9851553
12000,1024,102400,1.2,3,Classified+TwoChoices,45296258,10623018,12000,31731474,2.9870489
12000,1024,102400,1.2,3,Classified+TwoChoices,41861531,9466139,12000,28317270,2.9914277
12000,1024,102400,1.2,3,Classified+TwoChoices,39143836,9122744,12000,27267812,2.9889925
12000,1024,102400,1.2,3,Classified+TwoChoices,41183354,9573353,12000,28590679,2.9864855
12000,1024,102400,1.2,3,Classified+TwoChoices,40305043,9301426,12000,27780727,2.986717
12000,1024,102400,1.2,3,Classified+TwoChoices,43434774,10147509,12000,30275990,2.9835885
12000,1024,102400,1.2,3,Classified+TwoChoices,41143534,9991971,12000,29726602,2.9750488
12000,1024,102400,1.2,3,Classified+TwoChoices,43005014,10100450,12000,30123092,2.9823515
12000,1024,102400,1.2,3,Classified+TwoChoices,39984313,9191982,12000,27508008,2.992609
12000,1024,102400,1.2,3,Classified+TwoChoices,43318234,9975743,12000,29750285,2.9822624
12000,1024,102400,1.2,3,Classified+TwoChoices,41973586,9426306,12000,28209329,2.9926174
12000,1024,102400,1.2,3,Classified+TwoChoices,42154794,9701613,12000,28985614,2.9877107
12000,1024,102400,1.2,3,Classified+TwoChoices,42088156,10103667,12000,30065866,2.975738
12000,1024,102400,1.2,3,Classified+TwoChoices,42870228,9852024,12000,29405618,2.9847286
12000,1024,102400,1.2,3,Classified+TwoChoices,42332808,9545053,12000,28560053,2.9921312
12000,1024,102400,1.2,3,Classified+TwoChoices,40300884,9626040,12000,28703954,2.981907
12000,1024,102400,1.2,3,Classified+TwoChoices,44120914,9920583,12000,29680979,2.9918585
12000,1024,102400,1.2,3,Classified+TwoChoices,40877278,9182163,12000,27432353,2.9875698
12000,1024,102400,1.2,3,Classified+TwoChoices,41692084,9410480,12000,28090010,2.984971
12000,1024,102400,1.2,3,Classified+TwoChoices,42212741,9924723,12000,29599656,2.9824164
12000,1024,102400,1.2,3,Classified+TwoChoices,44618191,10216412,12000,30479487,2.9833848
12000,1024,102400,1.2,3,Classified+TwoChoices,41674833,9448915,12000,28236686,2.9883523
12000,1024,102400,1.2,3,Classified+TwoChoices,44024534,9833675,12000,29408378,2.9905787
12000,1024,102400,1.2,3,Classified+TwoChoices,38809382,8729784,12000,26089844,2.9886012
12000,1024,102400,1.2,3,Classified+TwoChoices,43422956,9352798,12000,28021829,2.9960904
12000,1024,102400,1.2,3,Classified+TwoChoices,41825682,9642286,12000,28822783,2.9892066
12000,1024,102400,1.2,3,Classified+TwoChoices,44192635,9865112,12000,29518101,2.9921708
12000,1024,102400,1.2,3,Classified+TwoChoices,41929880,9699916,12000,28998634,2.9895759
12000,1024,102400,1.2,3,Classified+TwoChoices,39478004,9144043,12000,27312707,2.98694
12000,1024,102400,1.2,3,Classified+TwoChoices,38860033,9195157,12000,27385710,2.9782753
12000,1024,102400,1.2,3,Classified+TwoChoices,41988001,9807187,12000,29258492,2.9833724
12000,1024,102400,1.2,3,Classified+TwoChoices,41499132,9106172,12000,27278004,2.995551
12000,1024,102400,1.2,3,Classified+TwoChoices,41740506,9275312,12000,27774263,2.994429
12000,1024,102400,1.2,3,Classified+TwoChoices,42478008,10107473,12000,30105088,2.978498
12000,1024,102400,1.2,3,Classified+TwoChoices,42870424,9603509,12000,28750837,2.9937844
12000,1024,102400,1.2,3,Classified+TwoChoices,41362175,9848814,12000,29339273,2.978965
12000,1024,102400,1.2,3,Classified+TwoChoices,41413585,9775761,12000,29148656,2.9817276
12000,1024,102400,1.2,3,Classified+TwoChoices,42974257,9439265,12000,28244813,2.992268
12000,1024,102400,1.2,3,Classified+TwoChoices,41501202,9595901,12000,28661701,2.986869
12000,1024,102400,1.2,3,Classified+TwoChoices,41083527,9629474,12000,28707905,2.9812536
12000,1024,102400,1.2,3,Classified+TwoChoices,39939782,9239179,12000,27605235,2.9878452
12000,1024,102400,1.2,3,Classified+TwoChoices,41605744,9498584,12000,28351293,2.9847915
12000,1024,102400,1.2,3,Classified+TwoChoices,43052348,9309290,12000,27890289,2.9959629
12000,1024,102400,1.2,3,Classified+TwoChoices,43286167,10236366,12000,30487969,2.9783976
12000,1024,102400,1.2,3,Classified+TwoChoices,40933629,9412989,12000,28130585,2.9884858
12000,1024,102400,1.2,3,Classified+TwoChoices,40005515,9264989,12000,27645173,2.9838321
12000,1024,102400,1.2,3,Classified+TwoChoices,44954799,10442817,12000,31193629,2.9870894
12000,1024,102400,1.2,3,Classified+TwoChoices,43197704,10150015,12000,30205977,2.9759538
12000,1024,102400,1.2,3,Classified+TwoChoices,43621451,10076738,12000,30060780,2.9831855
12000,1024,102400,1.2,3,Classified+TwoChoices,42054415,9629825,12000,28786122,2.9892673
12000,1024,102400,1.2,3,Classified+TwoChoices,41392452,9760796,12000,29088990,2.9801862
12000,1024,102400,1.2,3,Classified+TwoChoices,41728414,9490046,12000,28404473,2.9930806
12000,1024,102400,1.2,3,Classified+TwoChoices,41975714,9488341,12000,28383264,2.9913833
12000,1024,102400,1.2,3,Classified+TwoChoices,38511378,8913776,12000,26663977,2.9913223
12000,1024,102400,1.2,3,Classified+TwoChoices,40824784,9367110,12000,27952001,2.9840581
12000,1024,102400,1.2,3,Classified+TwoChoices,41893846,9616573,12000,28703860,2.9848325
12000,1024,102400,1.2,3,Classified+TwoChoices,42922431,9645658,12000,28844225,2.9903843
12000,1024,102400,1.2,3,Classified+TwoChoices,44012859,10389261,12000,30923127,2.9764512
12000,1024,102400,1.2,3,Classified+TwoChoices,41671323,9261632,12000,27725687,2.9936073
12000,1024,102400,1.2,3,Classified+TwoChoices,41487984,9329065,12000,27906200,2.991318
12000,1024,102400,1.2,3,Classified+TwoChoices,40874066,9395628,12000,28102227,2.99099
12000,1024,102400,1.2,3,Classified+TwoChoices,40412155,9394285,12000,28044200,2.9852405
12000,1024,102400,1.2,3,Classified+TwoChoices,43006706,9728253,12000,29060440,2.9872208
12000,1024,102400,1.2,3,Classified+TwoChoices,42262686,9757452,12000,29092183,2.981535
12000,1024,102400,1.2,3,Classified+TwoChoices,40333059,9677154,12000,28808553,2.9769654
12000,1024,102400,1.2,3,Classified+TwoChoices,39439968,9189968,12000,27415645,2.9832144
12000,1024,102400,1.2,3,Classified+TwoChoices,43633143,10091759,12000,30085556,2.9812005
12000,1024,102400,1.2,3,Classified+TwoChoices,41406081,9638561,12000,28790080,2.9869688
12000,1024,102400,1.2,3,Classified+TwoChoices,40591520,9630700,12000,28663299,2.9762425
12000,1024,102400,1.2,3,Classified+TwoChoices,43021805,9871703,12000,29480862,2.9864008
12000,1024,102400,1.2,3,Classified+TwoChoices,43828254,9897213,12000,29582746,2.9889977
12000,1024,102400,1.2,3,Classified+TwoChoices,42896371,9836428,12000,29346727,2.983474
12000,1024,102400,1.2,3,Classified+TwoChoices,43024651,9674792,12000,28933290,2.9905853
12000,1024,102400,1.2,3,Classified+TwoChoices,41827804,9556059,12000,28570724,2.989802
